85	81
85	94
85	95
85	98
85	99
86	13
86	16
86	28
86	34
86	39
86	53
86	59
86	67
86	74
86	87
86	91
86	94
86	98
86	100
87	52
87	61
87	63
87	66
87	72
87	74
87	76
87	84
87	86
87	88
87	89
87	92
87	97
87	98
88	14
88	30
88	33
88	36
88	40
88	47
88	48
88	49
88	58
88	72
88	77
88	87
88	93
88	98
88	99
89	19
89	22
89	24
89	40
89	41
89	44
89	60
89	61
89	63
89	65
89	74
89	79
89	87
89	90
89	95
90	19
90	22
90	24
90	41
90	49
90	55
90	60
90	63
90	65
90	67
90	82
90	83
90	89
90	91
90	99
91	2
91	13
91	21
91	30
91	33
91	40
91	53
91	62
91	64
91	76
91	84
91	86
91	90
91	95
91	98
91	100
92	2
92	23
92	24
92	52
92	58
92	61
92	65
92	68
92	72
92	74
92	79
92	80
92	83
92	87
92	93
92	97
93	9
93	10
93	20
93	31
93	36
93	40
93	42
93	43
93	45
93	70
93	77
93	88
93	92
93	96
93	99
93	100
94	1
94	5
94	6
94	14
94	20
94	25
94	31
94	38
94	43
94	44
94	53
94	56
94	71
94	78
94	85
94	86
94	98
95	13
95	19
95	22
95	24
95	30
95	34
95	51
95	55
95	57
95	62
95	69
95	77
95	85
95	89
95	91
95	98
95	100
96	5
96	8
96	21
96	22
96	27
96	28
96	29
96	42
96	45
96	47
96	59
96	70
96	77
96	79
96	82
96	83
96	93
96	97
96	100
97	2
97	21
97	23
97	26
97	33
97	45
97	52
97	54
97	56
97	61
97	70
97	72
97	74
97	75
97	76
97	87
97	92
97	96
97	100
98	11
98	15
98	16
98	30
98	34
98	57
98	60
98	62
98	69
98	78
98	81
98	85
98	86
98	87
98	88
98	91
98	94
98	95
98	100
99	4
99	14
99	25
99	36
99	39
99	40
99	44
99	63
99	68
99	69
99	70
99	72
99	77
99	80
99	83
99	85
99	88
99	90
99	93
99	100
100	15
100	19
100	30
100	37
100	41
100	42
100	46
100	53
100	55
100	57
100	62
100	68
100	86
100	91
100	93
100	95
100	96
100	97
100	98
100	99
